index_str,p,seed,n_nodes,n_neighbors,transitivity,avg_length,sigma,hub_ness,ipr_rho,ipr_O,ipr_eigenvector,variance_rho,variance_O,variance_eigenvector,k_avg,avg_clustering,eigenvalues,weighted_k_avg,weighted_clustering
p0.05963623316594643_n20_k6_seed6,0.05963623316594643,6,20,6,0.9141274238227147,1.1210526315789473,1.4455826442722408,1.2307692307692308,0.05000004311264306,0.05000262003240965,0.10016924466785392,1.3606103247414248e-11,5.288343069504836e-06,0.04999999999999999,6.5,0.5589285714285713,"[-9.879853621096403, -9.54645370001873, -9.192533142995627, -8.79269369013435, -8.307218867819461, -8.270452434862799, -8.000000000000002, -7.722420748973574, -7.423760390713364, -7.353948764452972, -6.931591336733708, -6.563302770095825, -6.453825542531786, -6.238366297234448, -6.010904926790937, -4.983612947869409, -4.672156797562904, -1.939977508529705, -1.7169265115840604, 4.440892098500626e-16]","[7.4284305401685495, 6.791755960542035, 6.817958674523251, 6.715882786051308, 6.4040321082866765, 6.864151830831555, 6.43333333333333, 6.330560420708386, 6.110249633697404, 6.4822141337456225, 6.29759177342052, 6.380774916662493, 6.295595587362784, 6.32607163988548, 6.437541017941157, 6.41856279574822, 6.229965902595731, 6.318947955723608, 6.416378988771893, 6.499999999999997]","[0.4979609855938635, 0.5154242120376752, 0.5184628918225643, 0.5405677922668158, 0.5768831220334278, 0.530401107254774, 0.5596428571428573, 0.5775019988051142, 0.5983023009010875, 0.5577761860047122, 0.5753257088671032, 0.5664101108644185, 0.5797193673603589, 0.5805678279036935, 0.5596751389808319, 0.5558556578245069, 0.58553874567467, 0.5684339043823635, 0.5751929414220193, 0.5589285714285713]"
p0.05963623316594643_n20_k6_seed7,0.05963623316594643,7,20,6,0.9970238095238095,1.196842105263158,1.5495874200371196,1.1111111111111112,0.05000004391619434,0.05000269627637318,0.09195568599254315,1.3859762663208102e-11,5.445040432033999e-06,0.05,6.3,0.6033333333333332,"[-9.286213994362967, -9.09172125765085, -8.618033988749884, -8.543281430245994, -8.08246516099204, -8.000000000000002, -7.999999999999993, -7.514395684111936, -7.405500257610466, -7.044014261396652, -6.710121898064342, -6.635519172391973, -6.381966011250092, -6.153861015347596, -5.9759356890715205, -4.853801172959114, -4.706025666204443, -1.6251798144681178, -1.3719635251219053, 2.220446049250313e-16]","[6.8186956530480956, 6.729490461547857, 6.169098300562501, 6.775757705171335, 6.439306831096447, 6.209240416529571, 6.3, 6.2674447106027165, 6.048514290617949, 6.182246312320368, 6.1342359091088055, 6.18971135022987, 6.280901699437494, 6.2395342870648784, 6.170734108648106, 6.166126641482929, 6.11113986566167, 6.183152785182303, 6.293909088216677, 6.300000000000001]","[0.5538386545773823, 0.5881778485827353, 0.6098610494916663, 0.5556505037290547, 0.5965844118524266, 0.6250383410475376, 0.6033333333333335, 0.5908142380010358, 0.6222944931022676, 0.6488423165015543, 0.6176942796025038, 0.6060553764832897, 0.603472283841667, 0.5933164893628405, 0.6054305163466851, 0.6082668302260844, 0.6178742076266489, 0.5990119161272293, 0.6171002988306415, 0.6033333333333335]"
p0.06866488450043001_n20_k6_seed0,0.06866488450043001,0,20,6,0.925925925925926,1.1873684210526314,1.4868903898112786,1.129032258064516,0.050000044145964026,0.05000281192279727,0.07499999999999998,1.3931981406098787e-11,5.677499653979634e-06,0.05000000000000001,6.2,0.5657142857142856,"[-9.703260737104026, -8.857583069366434, -8.61803398874989, -8.229864002287686, -8.000000000000005, -7.589553518106367, -7.512840311589203, -7.4596495484253555, -7.3445765167552555, -6.849318180109884, -6.65764109920275, -6.618033988749902, -6.381966011250107, -6.170025434961976, -5.891491460744543, -4.56342751803684, -4.3819660112500936, -1.8664861292348165, -1.304282474074853, 4.440892098500626e-16]","[6.768778999179726, 6.628671167446382, 6.15, 6.044558673476264, 6.200000000000002, 6.058602789449576, 6.01572314061279, 6.3538841768587675, 6.236327126400267, 6.059180870656441, 6.085983343089389, 6.2499999999999964, 6.150000000000001, 6.067095976599237, 6.163672873599734, 6.053346017518148, 6.250000000000001, 6.218059021972049, 6.046115823141237, 6.200000000000001]","[0.4682093144263326, 0.49222779986633436, 0.5742857142857142, 0.592361370261212, 0.5657142857142855, 0.5899538075229299, 0.597304604466379, 0.5393341411099256, 0.5594867783313828, 0.5898547078874674, 0.5852599983275333, 0.5571428571428577, 0.574285714285714, 0.588497832582988, 0.5719417930971887, 0.5908549684254604, 0.557142857142857, 0.5626184533762205, 0.5920944303186452, 0.5657142857142857]"
p0.06866488450043001_n20_k6_seed1,0.06866488450043001,1,20,6,0.8714285714285716,1.1368421052631579,1.3916802721627655,1.25,0.05000004453433115,0.050002762470443336,0.0835568631592298,1.4054706978860993e-11,5.5768032513684455e-06,0.05,6.4,0.5438095238095237,"[-10.545980584150938, -9.46623485065257, -8.811637084277637, -8.557640558716768, -8.000000000000004, -8.0, -7.661785402909474, -7.491540638914175, -7.386850161063719, -7.297165943397335, -6.796700380863488, -6.553270190060558, -6.426806693810828, -6.229618661142933, -5.960559940179339, -4.5851196399333025, -4.5764005320536665, -2.1695811508252927, -1.4831075870480563, 4.440892098500626e-16]","[7.443570628199934, 7.174274068501557, 6.897013358360863, 6.261874643955795, 6.4, 6.349469965926306, 6.252746546034806, 6.203370205717661, 6.020958639521392, 6.444956275179184, 6.3924786248144985, 6.129165207899342, 6.351681756831764, 6.127855034991992, 6.334556375816048, 6.189837451243022, 6.3398731136727475, 6.314985188316694, 6.1208028809426835, 6.399999999999999]","[0.4097201474160227, 0.4525904736079551, 0.4644740161667871, 0.5625151186772018, 0.5438095238095242, 0.5424581934455224, 0.5631438780890492, 0.5690198170733898, 0.5967820476388308, 0.5351067650381103, 0.5440357080340965, 0.5790177423847863, 0.5495791927340137, 0.5821078150617812, 0.5540098015836077, 0.5742865107898917, 0.5497039859978751, 0.5558115958142946, 0.5809525267494515, 0.5438095238095237]"
p0.06866488450043001_n20_k6_seed2,0.06866488450043001,2,20,6,0.9692307692307693,1.1873684210526314,1.5564311095809138,1.2903225806451613,0.050000044873445476,0.05000275468842582,0.07467173444812665,1.4163155902934453e-11,5.563832903994696e-06,0.05000000000000001,6.2,0.5914285714285713,"[-9.758714820087848, -8.90932744790703, -8.504392076422054, -8.046619013875217, -7.999999999999997, -7.999999999999996, -7.4672032398975805, -7.4556774763113784, -7.347355140125532, -6.907854992222611, -6.634076224459448, -6.5326086706004824, -6.450088322840395, -6.07764276281562, -5.923971238005134, -4.592328738715503, -4.399578393614076, -1.610349800381352, -1.3822116417186618, -2.220446049250313e-16]","[7.4484256354005804, 6.41862821388992, 6.10068395171593, 6.237814146639537, 6.085719883313223, 6.200000000000006, 6.256308495600219, 6.091662702231792, 6.056379382497858, 6.0446781805294245, 6.176263555939636, 6.069575047291599, 6.061797027257076, 6.164113099023417, 6.015969712357389, 6.121390180151316, 6.088521265063007, 6.182345792121324, 6.065443612289978, 6.199999999999999]","[0.4673368503535195, 0.5686048807021018, 0.5932659948001804, 0.601732500612521, 0.6039449651609327, 0.5914285714285707, 0.5810161010821859, 0.6048447163520638, 0.6053021315479766, 0.6220038621941916, 0.596236400641065, 0.5922913446603852, 0.6063089713115585, 0.5831849787430128, 0.6111118492031679, 0.5961420344436879, 0.6027230414620087, 0.5963752789507457, 0.6039000153205802, 0.5914285714285713]"
p0.06866488450043001_n20_k6_seed3,0.06866488450043001,3,20,6,0.9686609686609687,1.1652631578947368,1.5092306315068873,1.25,0.05000004486965316,0.05000273050000523,0.08542864505361668,1.4161880423110393e-11,5.515664035963466e-06,0.05000000000000001,6.4,0.595595238095238,"[-10.125728783235692, -9.507909687888997, -9.175499540316599, -8.493271794106091, -8.237451054351093, -8.02357366106468, -7.6101504739054215, -7.483530679845278, -7.440930098223577, -7.086129753126669, -6.863222215989756, -6.735551436933331, -6.4341658889159765, -6.14017096583658, -5.921292251545568, -4.993192594124554, -4.488230097410957, -1.784069579703946, -1.4559294434752506, -6.661338147750939e-16]","[7.681106455624576, 7.317958588054009, 7.1489203160275, 6.2768346889341, 6.36618398752234, 6.292045828033496, 6.137410218066233, 6.211125850109915, 6.3058507722409525, 6.330737758110958, 6.109843530879776, 6.221174721170601, 6.065910339831612, 6.082775754044538, 6.3404028679994395, 6.131679952031052, 6.0598645904418955, 6.223905723573447, 6.296268057303552, 6.3999999999999995]","[0.49572819333756324, 0.5185345043410965, 0.5669948831071143, 0.5971021417369023, 0.6165558383313638, 0.5945720894626783, 0.6066438060476166, 0.6210581578839206, 0.588416141598587, 0.5898742463245029, 0.6360334147494328, 0.6009039787402584, 0.6338730512584083, 0.6036296928792708, 0.5932841013820803, 0.6060474559248071, 0.6368022943525586, 0.5947320326268941, 0.6155234997244681, 0.5955952380952382]"
p0.06866488450043001_n20_k6_seed4,0.06866488450043001,4,20,6,0.9000000000000001,1.1273684210526316,1.4493873615581354,1.25,0.05000004408255391,0.05000269956787714,0.07917876487570209,1.391225006148935e-11,5.452723436227245e-06,0.049999999999999996,6.4,0.5576190476190476,"[-10.0672741276015, -9.462852848780631, -9.386952880380202, -8.440224620784573, -8.119123546356688, -8.0, -7.778171141611056, -7.661621540653024, -7.401731588258797, -7.0, -6.855315099397954, -6.456565264523613, -6.398044756208061, -6.182110359107373, -5.998981699309496, -4.680505537550388, -4.554028102199233, -1.9386808602903007, -1.6178160269871813, 2.220446049250313e-16]","[7.574681304997182, 7.300222651140661, 6.624508751295595, 6.604569894025763, 6.352728826424056, 6.133333333333336, 6.248475785230676, 6.155903129221339, 6.1709754662823135, 6.222222222222221, 6.067137658294362, 6.106616768732536, 6.484692542222058, 6.370476716283569, 6.209447701552791, 6.319904998567492, 6.194531419448172, 6.23847855859131, 6.221092272134555, 6.4]","[0.45044786452101815, 0.4664911324345712, 0.5085926929705374, 0.5178106468788333, 0.5636981083080268, 0.5947619047619037, 0.5700080309973604, 0.582476560081196, 0.5743380241800562, 0.5925925925925929, 0.5913145239307765, 0.5940874656039865, 0.5450181858217896, 0.5552764746550034, 0.5830909947506291, 0.5622569053978669, 0.5877547865223667, 0.5694479515490515, 0.58529705880434, 0.5576190476190476]"
p0.06866488450043001_n20_k6_seed5,0.06866488450043001,5,20,6,0.8914728682170542,1.0957894736842104,1.3769134229762146,1.1940298507462686,0.050000042996182464,0.05000272855125035,0.09260282603042627,1.3569181428777404e-11,5.5092613057815315e-06,0.05,6.7,0.5542857142857142,"[-10.42232446853785, -10.061351292847778, -9.586237106257967, -9.06515704667474, -8.568841609390466, -8.205714282557214, -8.152987460400125, -7.7290747765578685, -7.612886520398499, -7.185652024840493, -7.039718413160755, -6.7824572015556575, -6.694598799519595, -6.398244319687126, -6.247537318278343, -5.542267017498288, -4.7465352247749255, -2.1865782076417277, -1.7718369094205622, 0.0]","[7.389330108078852, 7.430872367569123, 7.338541842082006, 6.954034427700621, 6.701694547411523, 6.747962973375295, 6.9144406411684995, 6.352252712061842, 6.720146125582207, 6.560986122389244, 6.574439009774753, 6.302785789842712, 6.297408043441812, 6.744687071769459, 6.27404926246962, 6.600716451636256, 6.393519091320187, 6.6353032741461675, 6.366830138179822, 6.7]","[0.47319592009271777, 0.4736271040729076, 0.4689867599265354, 0.530712538392053, 0.5431220976086403, 0.5626540943653836, 0.5418629311970734, 0.5826115761048588, 0.5588865813251546, 0.5776256840398217, 0.5644026216123957, 0.6189931169529348, 0.5984403722260366, 0.5422956961584875, 0.5945532706447367, 0.5483011241761373, 0.5854188611434535, 0.5775585637850746, 0.5881796576041688, 0.5542857142857142]"
p0.06866488450043001_n20_k6_seed6,0.06866488450043001,6,20,6,0.9141274238227147,1.1210526315789473,1.4455826442722408,1.2307692307692308,0.05000004311264306,0.05000262003240965,0.10016924466785392,1.3606103247414248e-11,5.288343069504836e-06,0.04999999999999999,6.5,0.5589285714285713,"[-9.879853621096403, -9.54645370001873, -9.192533142995627, -8.79269369013435, -8.307218867819461, -8.270452434862799, -8.000000000000002, -7.722420748973574, -7.423760390713364, -7.353948764452972, -6.931591336733708, -6.563302770095825, -6.453825542531786, -6.238366297234448, -6.010904926790937, -4.983612947869409, -4.672156797562904, -1.939977508529705, -1.7169265115840604, 4.440892098500626e-16]","[7.4284305401685495, 6.791755960542035, 6.817958674523251, 6.715882786051308, 6.4040321082866765, 6.864151830831555, 6.43333333333333, 6.330560420708386, 6.110249633697404, 6.4822141337456225, 6.29759177342052, 6.380774916662493, 6.295595587362784, 6.32607163988548, 6.437541017941157, 6.41856279574822, 6.229965902595731, 6.318947955723608, 6.416378988771893, 6.499999999999997]","[0.4979609855938635, 0.5154242120376752, 0.5184628918225643, 0.5405677922668158, 0.5768831220334278, 0.530401107254774, 0.5596428571428573, 0.5775019988051142, 0.5983023009010875, 0.5577761860047122, 0.5753257088671032, 0.5664101108644185, 0.5797193673603589, 0.5805678279036935, 0.5596751389808319, 0.5558556578245069, 0.58553874567467, 0.5684339043823635, 0.5751929414220193, 0.5589285714285713]"
p0.06866488450043001_n20_k6_seed7,0.06866488450043001,7,20,6,0.9970238095238095,1.196842105263158,1.5495874200371196,1.1111111111111112,0.05000004391619434,0.05000269627637318,0.09195568599254315,1.3859762663208102e-11,5.445040432033999e-06,0.05,6.3,0.6033333333333332,"[-9.286213994362967, -9.09172125765085, -8.618033988749884, -8.543281430245994, -8.08246516099204, -8.000000000000002, -7.999999999999993, -7.514395684111936, -7.405500257610466, -7.044014261396652, -6.710121898064342, -6.635519172391973, -6.381966011250092, -6.153861015347596, -5.9759356890715205, -4.853801172959114, -4.706025666204443, -1.6251798144681178, -1.3719635251219053, 2.220446049250313e-16]","[6.8186956530480956, 6.729490461547857, 6.169098300562501, 6.775757705171335, 6.439306831096447, 6.209240416529571, 6.3, 6.2674447106027165, 6.048514290617949, 6.182246312320368, 6.1342359091088055, 6.18971135022987, 6.280901699437494, 6.2395342870648784, 6.170734108648106, 6.166126641482929, 6.11113986566167, 6.183152785182303, 6.293909088216677, 6.300000000000001]","[0.5538386545773823, 0.5881778485827353, 0.6098610494916663, 0.5556505037290547, 0.5965844118524266, 0.6250383410475376, 0.6033333333333335, 0.5908142380010358, 0.6222944931022676, 0.6488423165015543, 0.6176942796025038, 0.6060553764832897, 0.603472283841667, 0.5933164893628405, 0.6054305163466851, 0.6082668302260844, 0.6178742076266489, 0.5990119161272293, 0.6171002988306415, 0.6033333333333335]"
