index_str,p,seed,n_nodes,n_neighbors,transitivity,avg_length,sigma,hub_ness,ipr_rho,ipr_O,ipr_eigenvector,variance_rho,variance_O,variance_eigenvector,k_avg,avg_clustering,weighted_k_avg,weighted_clustering
p0.022229964825261943_n40_k6_seed0,0.022229964825261943,0,40,6,0.9615384615384615,0.9226923076923077,2.5092220780290098,1.1475409836065575,0.02500002919400389,0.025000396161258837,0.037860636453018626,1.8440097523958063e-11,1.604769376443691e-06,0.025,6.1,0.582857142857143,"[6.671278047239251, 6.674150887577972, 6.121909366459482, 6.076910347268056, 6.048320703708291, 6.03064671181033, 6.166980557161456, 6.069495336577782, 6.098474907775524, 6.011111111111112, 6.011547415723673, 6.0771808733179284, 6.0841330578809325, 6.035804204377082, 6.038576776977612, 6.075033525922597, 6.085110519699185, 6.0115401266716795, 6.160428122544387, 6.068413285479727, 6.097103543926714, 6.083223587484026, 6.033806291105914, 6.027094862642864, 6.017488191057835, 6.161282203087296, 6.0, 6.000314641060468, 6.182292130603147, 6.019665428696175, 6.0905020129669625, 6.05704002509417, 6.036985086399737, 6.022099232376641, 6.161201992675975, 6.076240988116917, 6.080550148140979, 6.082677791542391, 6.045578748287977, 6.1000000000000005]","[0.4849237633304143, 0.48443127641520495, 0.5791012514640889, 0.586815369039762, 0.5917164507928643, 0.594746277975372, 0.5713747616294644, 0.5880865137295228, 0.5831185872384814, 0.5980952380952379, 0.5980204430187992, 0.5867689931454978, 0.585577190077554, 0.5938621363925003, 0.5933868382324095, 0.5871371098418403, 0.5854096251944252, 0.5980216925705691, 0.572498036135248, 0.5882720082034754, 0.5833536781839919, 0.5857330992884526, 0.5942046358104145, 0.5953551664040806, 0.5970020243900854, 0.5723516223278919, 0.6, 0.5999460615324912, 0.5687499204680321, 0.5966287836520839, 0.5844853692056636, 0.5902217099838565, 0.5936596994743311, 0.5962115601640043, 0.5723653726841187, 0.5869301163228142, 0.5861914031758322, 0.5858266643070187, 0.5921865002934897, 0.582857142857143]"
p0.022229964825261943_n40_k6_seed1,0.022229964825261943,1,40,6,0.9228441754916793,0.8276923076923076,2.5854914721486923,1.28,0.025000038397496645,0.02500050954049851,0.038445982936230055,2.4247668943424176e-11,2.0620342272713755e-06,0.025,6.25,0.5668452380952381,"[7.370115790427965, 6.786281693484375, 6.776708670208216, 6.6548933058186295, 6.357313582415845, 6.153285181976688, 6.144941011193478, 6.258492058027136, 6.22541170973091, 6.15170747529897, 6.077450510088478, 6.16362211130953, 6.137904644540819, 6.173897067236668, 6.1156473170921135, 6.062104675758897, 6.295842569806091, 6.34684266192491, 6.198962444337004, 6.198628531258665, 6.229060519388327, 6.11763078795497, 6.1899465565158485, 6.2404668832953485, 6.203702704111337, 6.199540369148597, 6.083786076336114, 6.071708979074723, 6.058011141911768, 6.1701699144904545, 6.114007417662624, 6.214519080167469, 6.1160944171910145, 6.201242122835685, 6.137472671468202, 6.17839629429596, 6.238527890472703, 6.164441609991554, 6.171221551751907, 6.25]","[0.4065383338917399, 0.4699444007784316, 0.47606355764543273, 0.5269893028226793, 0.554586454454225, 0.5832235452284873, 0.5823370589835823, 0.5599917855550078, 0.5830936619954272, 0.5750765610946174, 0.5970414504957432, 0.5802439967300905, 0.5793645646342056, 0.5803522186961847, 0.5846516379676112, 0.5974681999112332, 0.561009628190147, 0.545732007058546, 0.5773802091483822, 0.580185955566556, 0.568605428444986, 0.5871887310657927, 0.5763389893936135, 0.5626831753617638, 0.5693759284479509, 0.5718170373692979, 0.5951489239510528, 0.5934545317125786, 0.5976180055827525, 0.5811843138646411, 0.5833197940386192, 0.5691426564052501, 0.5885390930128436, 0.572755188333629, 0.5825049627578436, 0.5751813523646275, 0.5711566880824926, 0.5781894769178383, 0.5814854777583838, 0.566845238095238]"
p0.022229964825261943_n40_k6_seed2,0.022229964825261943,2,40,6,0.9433962264150944,0.9407692307692307,2.384179385278273,1.1382113821138211,0.025000040883487635,0.025000294492794246,0.03895202257353746,2.5842546973612042e-11,1.1915063159474628e-06,0.024999999999999988,6.15,0.5742857142857144,"[6.76456652348415, 6.750882956970584, 6.584497767929898, 6.0386390536531325, 6.075674297536606, 6.061721725100767, 6.13219148632882, 6.085370769408517, 6.194674413563616, 6.063156459790871, 6.071358664233236, 6.079662708854153, 6.083814531992974, 6.10808911507073, 6.13712172313289, 6.139043123072726, 6.155294072240725, 6.085098615673292, 6.051024379149876, 6.129046937372134, 6.166945331363497, 6.124513534006373, 6.169071891378655, 6.087347066620785, 6.074917880659912, 6.092496820250906, 6.115905581829128, 6.118654745018803, 6.15, 6.020417051225, 6.019087603291353, 6.1654351340100515, 6.099378182143667, 6.1667111052970744, 6.048848346030047, 6.188531502968193, 6.041995651734753, 6.112745544712269, 6.096067702899838, 6.150000000000001]","[0.4689314531170028, 0.4712772073764713, 0.49980038264058874, 0.5933761622308916, 0.5870272632794388, 0.5894191328398684, 0.577338602343631, 0.58536501095854, 0.5666272433890944, 0.5891731783215652, 0.5877670861314452, 0.5863435356250022, 0.58563179451549, 0.5814704374164463, 0.5764934188915045, 0.5761640360446759, 0.5733781590444473, 0.5854116658845785, 0.5912529635743071, 0.5778776678790628, 0.5713808003376863, 0.5786548227417649, 0.5710162471922309, 0.5850262171507224, 0.5871569347440146, 0.5841434022427018, 0.5801304716864352, 0.5796591865682053, 0.574285714285714, 0.5964999340757142, 0.596727839435768, 0.5716396913125629, 0.5829637402039429, 0.5714209533776446, 0.5916259978234208, 0.5676803137768812, 0.5928007454168998, 0.5806721923350395, 0.5835312509314566, 0.5742857142857143]"
p0.022229964825261943_n40_k6_seed3,0.022229964825261943,3,40,6,0.9615384615384615,1.0,2.3152399096890752,1.1475409836065575,0.0250000378469855,0.025000599871456274,,2.3906456243833287e-11,2.4313893787938845e-06,,6.1,0.582857142857143,"[6.7045002924585475, 6.6582673765740115, 6.130901699437498, 6.058651845861233, 6.035700823642156, 6.05910509319139, 6.038827483162656, 6.128305301858526, 6.033333333333331, 6.015642245513085, 6.109656150134107, 6.0921040060957345, 6.034507352397127, 6.099831079441422, 6.123452591305826, 6.060794838350933, 6.049801219061344, 6.057534771464505, 6.080269352986415, 6.051837661482332, 6.074655607957387, 6.069098300562511, 6.019098300562506, 6.105250704080356, 6.040258542090379, 6.06135587618892, 6.03674247156915, 6.129389267982695, 5.999999999999999, 6.053484074886862, 6.059376781214154, 6.0090732945642245, 6.180901699437495, 6.080942120699964, 6.080557053937666, 6.075508526732021, 6.051144605224584, 6.054773785856582, 6.091420403349744, 6.1]","[0.47922852129282045, 0.48715416401588385, 0.5775597086678577, 0.5899453978523603, 0.593879858804202, 0.5898676983100473, 0.5933438600292591, 0.5780048053956813, 0.5942857142857148, 0.5973184721977571, 0.5812018028341529, 0.5842107418121598, 0.5940844538747785, 0.5828861006671845, 0.5788366986332872, 0.5895780277112683, 0.5914626481609127, 0.5901368963203705, 0.5862395394880433, 0.5911135437458859, 0.5872018957787339, 0.5881545770464265, 0.5967260056178563, 0.5819570221576534, 0.5930985356416492, 0.5894818497961853, 0.5937012905881455, 0.577818982631538, 0.5999999999999999, 0.5908313014479666, 0.5898211232204309, 0.5984445780747044, 0.5689882800964295, 0.5861242078800063, 0.5861902193249715, 0.5870556811316534, 0.5912323533900713, 0.5906102081388718, 0.5843279308543297, 0.582857142857143]"
p0.022229964825261943_n40_k6_seed4,0.022229964825261943,4,40,6,0.988562091503268,1.0957692307692306,2.200239069109676,1.15702479338843,0.025000027586598077,0.02500036327990402,0.03750000000000001,1.7427667495640053e-11,1.4728021375937745e-06,0.025,6.05,0.5954761904761905,"[6.6417930827811285, 6.06545084971875, 6.006413786755644, 6.0206107373853746, 6.031938505075573, 6.0975528258147556, 6.035154167581722, 6.05, 6.000062451603083, 6.005436440687781, 6.079389262614624, 6.054977374654025, 6.0345491502812525, 6.007996982262505, 6.090450849718755, 6.00065834440314, 6.02061073738537, 6.02823221968292, 6.002447174185242, 6.014265633095832, 6.065450849718747, 6.019027334218039, 6.009549150281251, 6.006253021725005, 6.097552825814761, 6.0124152731626355, 6.099999999999998, 6.000171635583726, 6.000149136230911, 6.0006401901616515, 6.090450849718752, 6.042554928926198, 6.009549150281253, 6.0509970815786405, 6.002447174185242, 6.031909214500442, 6.0345491502812525, 6.009336418747118, 6.079389262614624, 6.050000000000001]","[0.5205399040366223, 0.5952298947967265, 0.5992059121159677, 0.6007815277522869, 0.596045708895405, 0.5912553644229348, 0.5956475792517867, 0.5954761904761906, 0.6031570214632539, 0.5993269168672273, 0.5935041865334273, 0.5931932774237876, 0.5990558194889877, 0.5990098974341662, 0.592134656701487, 0.5999184906929447, 0.6007815277522881, 0.5965045823249719, 0.6030303498627795, 0.598233778759564, 0.5952298947967263, 0.5976442348110999, 0.6021510575842258, 0.5992258163578567, 0.5912553644229346, 0.598462870941769, 0.5876190476190479, 0.6066339572284483, 0.6005540950946071, 0.5999207383609382, 0.592134656701488, 0.5947312945138994, 0.6021510575842259, 0.593686075614073, 0.6030303498627796, 0.5960493353475641, 0.5990558194889878, 0.5988440624408331, 0.5935041865334275, 0.5954761904761905]"
p0.022229964825261943_n40_k6_seed5,0.022229964825261943,5,40,6,0.9293394777265745,0.9096153846153845,2.398812253709766,1.4516129032258065,0.02500006305994676,0.02500100254180284,0.03799896264817325,3.9837595301556127e-11,4.0631088592853e-06,0.025000000000000005,6.2,0.5733730158730159,"[8.13692407160774, 6.704537795673545, 6.434818187572619, 6.164239113415329, 6.177131812475764, 6.217276967219548, 6.083699876915347, 6.219761769324321, 6.066666666666654, 6.2644670521188095, 6.024658012578886, 6.114396727457789, 6.240703126404222, 6.1185839388480385, 6.024651327518665, 6.157224496068592, 6.157580637253133, 6.05103590380199, 6.172511346426424, 6.0665699177927905, 6.12134072256228, 6.306646302964369, 6.060026742370869, 6.161566623812332, 6.062959267406988, 6.0422453795402165, 6.29688867562296, 6.143899201262535, 6.0, 6.016172009383592, 6.062587858428809, 6.1286043291568095, 6.070002102037969, 6.146393867396187, 6.0912423949428245, 6.122834241079001, 6.101341658889282, 6.161746039089694, 6.106063836913071, 6.2]","[0.35757966739349567, 0.4816174606158888, 0.5282452631154557, 0.5813619804087975, 0.5816139312596671, 0.5689413153518599, 0.5873161984746651, 0.57251922357906, 0.5911243386243406, 0.5579741314665543, 0.5959636816850103, 0.5846737576980361, 0.5667951021601824, 0.5857471025082664, 0.5959795721420542, 0.5744465115731295, 0.579250073317963, 0.5930289598556632, 0.575339565335955, 0.5914176967147502, 0.5902190609175085, 0.5527797455505078, 0.5940361056628995, 0.582509840461223, 0.5915983130418527, 0.5930945354119723, 0.5578152857970331, 0.5779597713484789, 0.6, 0.6013712445175698, 0.5922491867340971, 0.5830136020818482, 0.5932677734735671, 0.5784790719749231, 0.5882868759909989, 0.5831285401156094, 0.5868493762838833, 0.5774299169782797, 0.5865238394245733, 0.5733730158730157]"
p0.022229964825261943_n40_k6_seed6,0.022229964825261943,6,40,6,0.9090909090909091,0.8465384615384616,2.4902575955315625,1.12,0.025000051737525283,0.025000944227352415,0.038963443055051755,3.267200681996371e-11,3.821079828737968e-06,0.025,6.25,0.5571428571428572,"[6.7825910512454115, 6.803283905750923, 6.6741376724606365, 6.77457134159528, 6.454505703275187, 6.253748824417355, 6.337658050110261, 6.207672448856731, 6.165613156365264, 6.117625122901906, 6.191023204222945, 6.209965248295189, 6.1775470066535645, 6.105093756123599, 6.016324576417583, 6.104218062701176, 6.146739479193235, 6.155228198326292, 6.3371053116234775, 6.399921974791946, 6.133287223016081, 6.173259495284705, 6.229567567212644, 6.065464065218306, 6.270267021937042, 6.108064203926805, 6.1599596961601915, 6.1219396455316755, 6.134434127326876, 6.285267421877418, 6.075906498538194, 6.240870467593899, 6.211111092539552, 6.186522913264964, 6.183301865296955, 6.2420254182898045, 6.162764058610309, 6.117027640280811, 6.234385482765816, 6.25]","[0.4658415340722152, 0.4622941875855563, 0.4844335418638907, 0.46721634144080904, 0.5220847365813964, 0.5565002015284539, 0.5421157628382409, 0.5643990087674173, 0.5716091731945261, 0.5798356932168163, 0.5672531649903524, 0.5640059574351104, 0.5695633702879604, 0.5819839275216686, 0.597201501185557, 0.582134046394084, 0.5748446607097312, 0.5733894517154929, 0.5422105180074038, 0.5314419471785237, 0.5771507617686719, 0.5702983722369079, 0.560645559906404, 0.5887775888197189, 0.5536685105250785, 0.5814747078982619, 0.5725783378011102, 0.5790960607659986, 0.576954149601107, 0.5510970133924424, 0.5869874573934526, 0.558707919841046, 0.5638095269932197, 0.568024643440292, 0.5685768230919506, 0.5585099282931765, 0.5720975899525185, 0.5799381188090039, 0.55981963152586, 0.5571428571428573]"
p0.022229964825261943_n40_k6_seed7,0.022229964825261943,7,40,6,0.9803921568627452,1.0846153846153845,2.204494850674685,1.15702479338843,0.025000027586598077,0.02500036327990402,0.03750000000000002,1.7427667495640053e-11,1.4728021375937745e-06,0.024999999999999994,6.05,0.5914285714285714,"[6.660698345142656, 6.009549150281253, 6.004805216856426, 6.005449673790582, 6.017783754449313, 6.05782172325201, 6.0216065749935765, 6.02980401362978, 6.016666666666666, 6.00526485174402, 6.027300475013025, 6.007664641521131, 6.079389262614624, 6.001062480701988, 6.097552825814745, 6.00168360864281, 6.094550326209422, 6.000808150148233, 6.099384417029758, 6.039113597963634, 6.09045084971875, 6.05945903228302, 6.065450849718745, 6.034441663522495, 6.04217827674799, 6.004262401238135, 6.003630531794865, 6.0, 6.028970004379142, 6.002922040452816, 6.002447174185242, 6.030811339005664, 6.0345491502812525, 6.055912193428625, 6.000615582970242, 6.039706279976056, 6.020610737385377, 6.011993827929402, 6.072699524986978, 6.050000000000001]","[0.48673742654697316, 0.5983630028089282, 0.5991762485388981, 0.5990657702073288, 0.5969513563801178, 0.5900877045853696, 0.5962960157153867, 0.5948907405206093, 0.5971428571428573, 0.5990974539867395, 0.595319918569196, 0.5986860614535203, 0.5863904121232075, 0.5998178604510882, 0.5832766584317582, 0.5997113813755184, 0.5837913726498134, 0.5998614599745888, 0.5829626713663273, 0.5932948117776626, 0.5844941400482141, 0.5898070230371966, 0.5887798543339295, 0.5940957148247152, 0.5927694382717734, 0.5992693026448914, 0.5993776231208803, 0.6, 0.5950337135350042, 0.5994990787795172, 0.599580484425387, 0.5947180561704574, 0.5940772885232138, 0.5904150525550929, 0.5998944714908153, 0.5931932091469619, 0.5964667307339355, 0.5979439152121022, 0.5875372242879467, 0.5914285714285714]"
p0.025595479226995357_n40_k6_seed0,0.025595479226995357,0,40,6,0.9615384615384615,0.9226923076923077,2.5092220780290098,1.1475409836065575,0.02500002919400389,0.025000396161258837,0.037860636453018626,1.8440097523958063e-11,1.604769376443691e-06,0.025,6.1,0.582857142857143,"[6.671278047239251, 6.674150887577972, 6.121909366459482, 6.076910347268056, 6.048320703708291, 6.03064671181033, 6.166980557161456, 6.069495336577782, 6.098474907775524, 6.011111111111112, 6.011547415723673, 6.0771808733179284, 6.0841330578809325, 6.035804204377082, 6.038576776977612, 6.075033525922597, 6.085110519699185, 6.0115401266716795, 6.160428122544387, 6.068413285479727, 6.097103543926714, 6.083223587484026, 6.033806291105914, 6.027094862642864, 6.017488191057835, 6.161282203087296, 6.0, 6.000314641060468, 6.182292130603147, 6.019665428696175, 6.0905020129669625, 6.05704002509417, 6.036985086399737, 6.022099232376641, 6.161201992675975, 6.076240988116917, 6.080550148140979, 6.082677791542391, 6.045578748287977, 6.1000000000000005]","[0.4849237633304143, 0.48443127641520495, 0.5791012514640889, 0.586815369039762, 0.5917164507928643, 0.594746277975372, 0.5713747616294644, 0.5880865137295228, 0.5831185872384814, 0.5980952380952379, 0.5980204430187992, 0.5867689931454978, 0.585577190077554, 0.5938621363925003, 0.5933868382324095, 0.5871371098418403, 0.5854096251944252, 0.5980216925705691, 0.572498036135248, 0.5882720082034754, 0.5833536781839919, 0.5857330992884526, 0.5942046358104145, 0.5953551664040806, 0.5970020243900854, 0.5723516223278919, 0.6, 0.5999460615324912, 0.5687499204680321, 0.5966287836520839, 0.5844853692056636, 0.5902217099838565, 0.5936596994743311, 0.5962115601640043, 0.5723653726841187, 0.5869301163228142, 0.5861914031758322, 0.5858266643070187, 0.5921865002934897, 0.582857142857143]"
p0.025595479226995357_n40_k6_seed1,0.025595479226995357,1,40,6,0.9063893016344725,0.8115384615384615,2.558259176068641,1.2698412698412698,0.025000064872834737,0.025001133760447273,0.03907976100673586,4.0964259517062345e-11,4.586712721153475e-06,0.025,6.3,0.5582738095238096,"[7.3872043112044725, 6.736273197636842, 6.76276915353376, 6.843799226557085, 6.639201624295455, 6.280901699437477, 6.291121497412586, 6.228256793473989, 6.2720787875923625, 6.138892758901395, 6.2333333333333405, 6.3792330887803335, 6.278090800721311, 6.144432657326567, 6.0832678948555285, 6.235516605737979, 6.262629019739465, 6.110577696867782, 6.2345125501163245, 6.274478814935394, 6.2413089922805804, 6.271007033475988, 6.157700310042673, 6.22745298788883, 6.1690983005625, 6.210557886393585, 6.138911815688688, 6.149192516634276, 6.185307208221482, 6.159392430980352, 6.156003924069426, 6.293495268001051, 6.192229380345216, 6.252344836266317, 6.180088666616054, 6.270195667738944, 6.204112803847371, 6.209552846440834, 6.215475612046387, 6.299999999999999]","[0.3983018352121189, 0.4862218624581533, 0.4703151389631076, 0.48089925790078014, 0.5193571909470678, 0.5620374125285339, 0.5658775407999617, 0.5648726286862749, 0.5621419222618174, 0.5817710635982767, 0.5676785714285699, 0.5509044837145747, 0.5616923763908842, 0.5810332740664172, 0.588270559348641, 0.5682927543939942, 0.5638513320165006, 0.5877519258490127, 0.5801806344527837, 0.5569996025611068, 0.5605306068834803, 0.5671257464214637, 0.5760808502829, 0.5676237025260241, 0.5795399684238463, 0.5747675204431263, 0.5856404577100335, 0.5815194256187011, 0.5752308830023933, 0.5748879936797611, 0.5785898893667587, 0.556833443379184, 0.5763941604033409, 0.5631397858564262, 0.5739806388695261, 0.5609406493135256, 0.5759305765417049, 0.5727245328384277, 0.5727463722893699, 0.5582738095238093]"
p0.025595479226995357_n40_k6_seed2,0.025595479226995357,2,40,6,0.8875739644970415,0.8346153846153845,2.435886483998872,1.4285714285714286,0.0250000529696917,0.025000792476109545,,3.343702931134897e-11,3.202018874492347e-06,,6.3,0.5542857142857143,"[8.161566934867558, 7.085924742361729, 6.697629532496701, 6.818088563161469, 6.46680349679386, 6.095102667401778, 6.23010251395193, 6.276415274746889, 6.230122841080828, 6.233333333333318, 6.487070989965951, 6.148762564405015, 6.434567382446725, 6.28911167426182, 6.1695584580257945, 6.073976504480584, 6.147594797954646, 6.101726637467006, 6.152303953687268, 6.089695251223785, 6.216344652921764, 6.156191571298136, 6.099377705849152, 6.100714538953843, 6.224955663202785, 6.192460413374691, 6.100121776036773, 6.211438443076164, 6.130436019612725, 6.186680988184741, 6.0734427548505625, 6.229464821986644, 6.138257846787486, 6.333680022627405, 6.1411274645902605, 6.186472400478953, 6.138739392832835, 6.139771160338606, 6.241300268494531, 6.3]","[0.3309230064238495, 0.4371846158951249, 0.4818942515535761, 0.4685398658602774, 0.5205852813188848, 0.5850078800712732, 0.5645133758509016, 0.5587487207993906, 0.5611666009609918, 0.5619047619047643, 0.5293140070122733, 0.5755640134539755, 0.5299888387723763, 0.557915298383908, 0.573484979816466, 0.5876247849433032, 0.5756565786136575, 0.5828007018475169, 0.5749097391810412, 0.5855535241121991, 0.5650114601339021, 0.5778013210259875, 0.5831136114635775, 0.5831540381657433, 0.5656145281847056, 0.5687757386824821, 0.583032331537644, 0.5685420935010022, 0.5781035726487072, 0.569992327758172, 0.5876638940889861, 0.5633724317766624, 0.5774014120764721, 0.5495964789251236, 0.5770530775432456, 0.5706497106265339, 0.5783633467015038, 0.5790165054199456, 0.559993437041133, 0.5542857142857145]"
p0.025595479226995357_n40_k6_seed3,0.025595479226995357,3,40,6,0.9615384615384615,1.0,2.3152399096890752,1.1475409836065575,0.0250000378469855,0.025000599871456274,,2.3906456243833287e-11,2.4313893787938845e-06,,6.1,0.582857142857143,"[6.7045002924585475, 6.6582673765740115, 6.130901699437498, 6.058651845861233, 6.035700823642156, 6.05910509319139, 6.038827483162656, 6.128305301858526, 6.033333333333331, 6.015642245513085, 6.109656150134107, 6.0921040060957345, 6.034507352397127, 6.099831079441422, 6.123452591305826, 6.060794838350933, 6.049801219061344, 6.057534771464505, 6.080269352986415, 6.051837661482332, 6.074655607957387, 6.069098300562511, 6.019098300562506, 6.105250704080356, 6.040258542090379, 6.06135587618892, 6.03674247156915, 6.129389267982695, 5.999999999999999, 6.053484074886862, 6.059376781214154, 6.0090732945642245, 6.180901699437495, 6.080942120699964, 6.080557053937666, 6.075508526732021, 6.051144605224584, 6.054773785856582, 6.091420403349744, 6.1]","[0.47922852129282045, 0.48715416401588385, 0.5775597086678577, 0.5899453978523603, 0.593879858804202, 0.5898676983100473, 0.5933438600292591, 0.5780048053956813, 0.5942857142857148, 0.5973184721977571, 0.5812018028341529, 0.5842107418121598, 0.5940844538747785, 0.5828861006671845, 0.5788366986332872, 0.5895780277112683, 0.5914626481609127, 0.5901368963203705, 0.5862395394880433, 0.5911135437458859, 0.5872018957787339, 0.5881545770464265, 0.5967260056178563, 0.5819570221576534, 0.5930985356416492, 0.5894818497961853, 0.5937012905881455, 0.577818982631538, 0.5999999999999999, 0.5908313014479666, 0.5898211232204309, 0.5984445780747044, 0.5689882800964295, 0.5861242078800063, 0.5861902193249715, 0.5870556811316534, 0.5912323533900713, 0.5906102081388718, 0.5843279308543297, 0.582857142857143]"
p0.025595479226995357_n40_k6_seed4,0.025595479226995357,4,40,6,0.988562091503268,1.0957692307692306,2.200239069109676,1.15702479338843,0.025000027586598077,0.02500036327990402,0.03750000000000001,1.7427667495640053e-11,1.4728021375937745e-06,0.025,6.05,0.5954761904761905,"[6.6417930827811285, 6.06545084971875, 6.006413786755644, 6.0206107373853746, 6.031938505075573, 6.0975528258147556, 6.035154167581722, 6.05, 6.000062451603083, 6.005436440687781, 6.079389262614624, 6.054977374654025, 6.0345491502812525, 6.007996982262505, 6.090450849718755, 6.00065834440314, 6.02061073738537, 6.02823221968292, 6.002447174185242, 6.014265633095832, 6.065450849718747, 6.019027334218039, 6.009549150281251, 6.006253021725005, 6.097552825814761, 6.0124152731626355, 6.099999999999998, 6.000171635583726, 6.000149136230911, 6.0006401901616515, 6.090450849718752, 6.042554928926198, 6.009549150281253, 6.0509970815786405, 6.002447174185242, 6.031909214500442, 6.0345491502812525, 6.009336418747118, 6.079389262614624, 6.050000000000001]","[0.5205399040366223, 0.5952298947967265, 0.5992059121159677, 0.6007815277522869, 0.596045708895405, 0.5912553644229348, 0.5956475792517867, 0.5954761904761906, 0.6031570214632539, 0.5993269168672273, 0.5935041865334273, 0.5931932774237876, 0.5990558194889877, 0.5990098974341662, 0.592134656701487, 0.5999184906929447, 0.6007815277522881, 0.5965045823249719, 0.6030303498627795, 0.598233778759564, 0.5952298947967263, 0.5976442348110999, 0.6021510575842258, 0.5992258163578567, 0.5912553644229346, 0.598462870941769, 0.5876190476190479, 0.6066339572284483, 0.6005540950946071, 0.5999207383609382, 0.592134656701488, 0.5947312945138994, 0.6021510575842259, 0.593686075614073, 0.6030303498627796, 0.5960493353475641, 0.5990558194889878, 0.5988440624408331, 0.5935041865334275, 0.5954761904761905]"
p0.025595479226995357_n40_k6_seed5,0.025595479226995357,5,40,6,0.9293394777265745,0.9096153846153845,2.398812253709766,1.4516129032258065,0.02500006305994676,0.02500100254180284,0.03799896264817325,3.9837595301556127e-11,4.0631088592853e-06,0.025000000000000005,6.2,0.5733730158730159,"[8.13692407160774, 6.704537795673545, 6.434818187572619, 6.164239113415329, 6.177131812475764, 6.217276967219548, 6.083699876915347, 6.219761769324321, 6.066666666666654, 6.2644670521188095, 6.024658012578886, 6.114396727457789, 6.240703126404222, 6.1185839388480385, 6.024651327518665, 6.157224496068592, 6.157580637253133, 6.05103590380199, 6.172511346426424, 6.0665699177927905, 6.12134072256228, 6.306646302964369, 6.060026742370869, 6.161566623812332, 6.062959267406988, 6.0422453795402165, 6.29688867562296, 6.143899201262535, 6.0, 6.016172009383592, 6.062587858428809, 6.1286043291568095, 6.070002102037969, 6.146393867396187, 6.0912423949428245, 6.122834241079001, 6.101341658889282, 6.161746039089694, 6.106063836913071, 6.2]","[0.35757966739349567, 0.4816174606158888, 0.5282452631154557, 0.5813619804087975, 0.5816139312596671, 0.5689413153518599, 0.5873161984746651, 0.57251922357906, 0.5911243386243406, 0.5579741314665543, 0.5959636816850103, 0.5846737576980361, 0.5667951021601824, 0.5857471025082664, 0.5959795721420542, 0.5744465115731295, 0.579250073317963, 0.5930289598556632, 0.575339565335955, 0.5914176967147502, 0.5902190609175085, 0.5527797455505078, 0.5940361056628995, 0.582509840461223, 0.5915983130418527, 0.5930945354119723, 0.5578152857970331, 0.5779597713484789, 0.6, 0.6013712445175698, 0.5922491867340971, 0.5830136020818482, 0.5932677734735671, 0.5784790719749231, 0.5882868759909989, 0.5831285401156094, 0.5868493762838833, 0.5774299169782797, 0.5865238394245733, 0.5733730158730157]"
p0.025595479226995357_n40_k6_seed6,0.025595479226995357,6,40,6,0.9090909090909091,0.8465384615384616,2.4902575955315625,1.12,0.025000051737525283,0.025000944227352415,0.038963443055051755,3.267200681996371e-11,3.821079828737968e-06,0.025,6.25,0.5571428571428572,"[6.7825910512454115, 6.803283905750923, 6.6741376724606365, 6.77457134159528, 6.454505703275187, 6.253748824417355, 6.337658050110261, 6.207672448856731, 6.165613156365264, 6.117625122901906, 6.191023204222945, 6.209965248295189, 6.1775470066535645, 6.105093756123599, 6.016324576417583, 6.104218062701176, 6.146739479193235, 6.155228198326292, 6.3371053116234775, 6.399921974791946, 6.133287223016081, 6.173259495284705, 6.229567567212644, 6.065464065218306, 6.270267021937042, 6.108064203926805, 6.1599596961601915, 6.1219396455316755, 6.134434127326876, 6.285267421877418, 6.075906498538194, 6.240870467593899, 6.211111092539552, 6.186522913264964, 6.183301865296955, 6.2420254182898045, 6.162764058610309, 6.117027640280811, 6.234385482765816, 6.25]","[0.4658415340722152, 0.4622941875855563, 0.4844335418638907, 0.46721634144080904, 0.5220847365813964, 0.5565002015284539, 0.5421157628382409, 0.5643990087674173, 0.5716091731945261, 0.5798356932168163, 0.5672531649903524, 0.5640059574351104, 0.5695633702879604, 0.5819839275216686, 0.597201501185557, 0.582134046394084, 0.5748446607097312, 0.5733894517154929, 0.5422105180074038, 0.5314419471785237, 0.5771507617686719, 0.5702983722369079, 0.560645559906404, 0.5887775888197189, 0.5536685105250785, 0.5814747078982619, 0.5725783378011102, 0.5790960607659986, 0.576954149601107, 0.5510970133924424, 0.5869874573934526, 0.558707919841046, 0.5638095269932197, 0.568024643440292, 0.5685768230919506, 0.5585099282931765, 0.5720975899525185, 0.5799381188090039, 0.55981963152586, 0.5571428571428573]"
